competitor,tier,platform,region,sku_type,sku_name,hc_amount,bonus_amount,bonus_pct,price_local,currency_code,price_usd,effective_usd_per_hc,discount_vs_base,monetisation_philosophy,source_url,capture_date,confidence
F1 24 (EA/Codemasters),3,steam,us,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,1.99,USD,1.99,0.000995,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=us,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,us,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,4.19,USD,4.19,0.000838,0.1578,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=us,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,us,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,8.99,USD,8.99,0.000817,0.1789,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=us,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,us,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,18.99,USD,18.99,0.000791,0.205,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=us,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,us,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,34.99,USD,34.99,0.0007,0.2965,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=us,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,gb,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,1.89,GBP,2.5326,0.001266,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=gb,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,gb,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,3.79,GBP,5.0786,0.001016,0.1975,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=gb,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,gb,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,7.89,GBP,10.5726,0.000961,0.2409,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=gb,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,gb,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,16.99,GBP,22.7666,0.000949,0.2504,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=gb,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,gb,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,31.39,GBP,42.0626,0.000841,0.3357,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=gb,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,br,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,12,BRL,2.16,0.00108,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=br,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,br,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,23.9,BRL,4.302,0.00086,0.2037,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=br,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,br,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,48.9,BRL,8.802,0.0008,0.2593,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=br,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,br,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,102.9,BRL,18.522,0.000772,0.2852,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=br,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,br,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,186.9,BRL,33.642,0.000673,0.3769,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=br,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,mx,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,59,MXN,3.54,0.00177,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=mx,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,mx,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,99,MXN,5.94,0.001188,0.3288,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=mx,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,mx,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,179,MXN,10.74,0.000976,0.4486,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=mx,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,mx,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,379,MXN,22.74,0.000947,0.465,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=mx,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,mx,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,699,MXN,41.94,0.000839,0.526,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=mx,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,fr,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,1.99,EUR,2.3283,0.001164,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=fr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,fr,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,4.19,EUR,4.9023,0.00098,0.1581,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=fr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,fr,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,8.99,EUR,10.5183,0.000956,0.1787,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=fr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,fr,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,18.99,EUR,22.2183,0.000926,0.2045,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=fr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,fr,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,34.99,EUR,40.9383,0.000819,0.2964,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=fr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,de,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,1.99,EUR,2.3283,0.001164,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=de,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,de,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,4.19,EUR,4.9023,0.00098,0.1581,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=de,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,de,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,8.99,EUR,10.5183,0.000956,0.1787,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=de,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,de,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,18.99,EUR,22.2183,0.000926,0.2045,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=de,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,de,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,34.99,EUR,40.9383,0.000819,0.2964,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=de,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,se,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,1.99,EUR,2.3283,0.001164,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=se,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,se,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,4.19,EUR,4.9023,0.00098,0.1581,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=se,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,se,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,8.99,EUR,10.5183,0.000956,0.1787,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=se,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,se,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,18.99,EUR,22.2183,0.000926,0.2045,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=se,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,se,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,34.99,EUR,40.9383,0.000819,0.2964,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=se,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,tr,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,1.99,USD,1.99,0.000995,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=tr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,tr,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,4.19,USD,4.19,0.000838,0.1578,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=tr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,tr,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,8.99,USD,8.99,0.000817,0.1789,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=tr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,tr,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,18.99,USD,18.99,0.000791,0.205,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=tr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,tr,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,34.99,USD,34.99,0.0007,0.2965,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=tr,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,pl,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,10,EUR,11.7,0.00585,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=pl,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,pl,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,21,EUR,24.57,0.004914,0.16,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=pl,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,pl,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,45,EUR,52.65,0.004786,0.1819,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=pl,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,pl,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,95,EUR,111.15,0.004631,0.2084,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=pl,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,pl,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,165,EUR,193.05,0.003861,0.34,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=pl,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,jp,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,260,JPY,1.794,0.000897,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=jp,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,jp,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,525,JPY,3.6225,0.000724,0.1929,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=jp,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,jp,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,1090,JPY,7.521,0.000684,0.2375,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=jp,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,jp,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,2200,JPY,15.18,0.000633,0.2943,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=jp,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,jp,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,4000,JPY,27.6,0.000552,0.3846,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=jp,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,sg,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,3.2,SGD,2.4,0.0012,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=sg,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,sg,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,6.4,SGD,4.8,0.00096,0.2,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=sg,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,sg,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,13.5,SGD,10.125,0.00092,0.2333,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=sg,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,sg,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,28,SGD,21,0.000875,0.2708,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=sg,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,sg,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,50,SGD,37.5,0.00075,0.375,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=sg,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,id,hc_pack,"F1 24: 2,000 PitCoin",2000,0,0,32000,IDR,2.016,0.001008,0,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=id,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,id,hc_pack,"F1 24: 5,000 PitCoin",5000,0,0,65000,IDR,4.095,0.000819,0.1875,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=id,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,id,hc_pack,"F1 24: 11,000 PitCoin",11000,0,0,135000,IDR,8.505,0.000773,0.2331,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=id,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,id,hc_pack,"F1 24: 24,000 PitCoin",24000,0,0,290000,IDR,18.27,0.000761,0.245,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=id,2026-04-21T03:43:00Z,primary
F1 24 (EA/Codemasters),3,steam,id,hc_pack,"F1 24: 50,000 PitCoin",50000,0,0,540000,IDR,34.02,0.00068,0.3254,cosmetic_plus_progression,https://store.steampowered.com/api/appdetails?appids=2488620&cc=id,2026-04-21T03:43:00Z,primary
EA FC 25,,steam,us,hc_pack,FC Points 100,100,0,0,0.99,USD,0.99,0.0099,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 500,500,0,0,4.99,USD,4.99,0.00998,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 1050,1050,0,0,9.99,USD,9.99,0.009514,0.039,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 1600,1600,0,0,14.99,USD,14.99,0.009369,0.0536,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 2800,2800,0,0,24.99,USD,24.99,0.008925,0.0985,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 5900,5900,0,0,49.99,USD,49.99,0.008473,0.1441,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 12000,12000,0,0,99.99,USD,99.99,0.008332,0.1584,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,us,hc_pack,FC Points 18500,18500,0,0,149.99,USD,149.99,0.008108,0.181,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=us,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 100,100,0,0,0.99,GBP,1.3266,0.013266,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 500,500,0,0,4.49,GBP,6.0166,0.012033,0.0929,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 1050,1050,0,0,8.99,GBP,12.0466,0.011473,0.1352,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 1600,1600,0,0,13.49,GBP,18.0766,0.011298,0.1483,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 2800,2800,0,0,21.99,GBP,29.4666,0.010524,0.2067,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 5900,5900,0,0,45.49,GBP,60.9566,0.010332,0.2212,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 12000,12000,0,0,87.99,GBP,117.9066,0.009826,0.2593,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,gb,hc_pack,FC Points 18500,18500,0,0,129.99,GBP,174.1866,0.009415,0.2903,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=gb,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 100,100,0,0,6,BRL,1.08,0.0108,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 500,500,0,0,27.9,BRL,5.022,0.010044,0.07,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 1050,1050,0,0,54.9,BRL,9.882,0.009411,0.1286,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 1600,1600,0,0,80.9,BRL,14.562,0.009101,0.1573,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 2800,2800,0,0,134.9,BRL,24.282,0.008672,0.197,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 5900,5900,0,0,269.9,BRL,48.582,0.008234,0.2376,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 12000,12000,0,0,534.9,BRL,96.282,0.008023,0.2571,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,br,hc_pack,FC Points 18500,18500,0,0,799.9,BRL,143.982,0.007783,0.2794,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=br,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 100,100,0,0,39,MXN,2.34,0.0234,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 500,500,0,0,109,MXN,6.54,0.01308,0.441,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 1050,1050,0,0,199,MXN,11.94,0.011371,0.5141,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 1600,1600,0,0,299,MXN,17.94,0.011213,0.5208,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 2800,2800,0,0,499,MXN,29.94,0.010693,0.543,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 5900,5900,0,0,999,MXN,59.94,0.010159,0.5659,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 12000,12000,0,0,1999,MXN,119.94,0.009995,0.5729,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,mx,hc_pack,FC Points 18500,18500,0,0,2999,MXN,179.94,0.009726,0.5844,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=mx,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 100,100,0,0,0.99,EUR,1.1583,0.011583,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 500,500,0,0,4.99,EUR,5.8383,0.011677,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 1050,1050,0,0,9.99,EUR,11.6883,0.011132,0.0389,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 1600,1600,0,0,14.99,EUR,17.5383,0.010961,0.0537,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 2800,2800,0,0,24.99,EUR,29.2383,0.010442,0.0985,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 5900,5900,0,0,49.99,EUR,58.4883,0.009913,0.1442,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 12000,12000,0,0,99.99,EUR,116.9883,0.009749,0.1583,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,fr,hc_pack,FC Points 18500,18500,0,0,149.99,EUR,175.4883,0.009486,0.181,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=fr,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 100,100,0,0,0.99,EUR,1.1583,0.011583,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 500,500,0,0,4.99,EUR,5.8383,0.011677,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 1050,1050,0,0,9.99,EUR,11.6883,0.011132,0.0389,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 1600,1600,0,0,14.99,EUR,17.5383,0.010961,0.0537,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 2800,2800,0,0,24.99,EUR,29.2383,0.010442,0.0985,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 5900,5900,0,0,49.99,EUR,58.4883,0.009913,0.1442,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 12000,12000,0,0,99.99,EUR,116.9883,0.009749,0.1583,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,de,hc_pack,FC Points 18500,18500,0,0,149.99,EUR,175.4883,0.009486,0.181,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=de,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 100,100,0,0,0.99,EUR,1.1583,0.011583,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 500,500,0,0,4.99,EUR,5.8383,0.011677,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 1050,1050,0,0,9.99,EUR,11.6883,0.011132,0.0389,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 1600,1600,0,0,14.99,EUR,17.5383,0.010961,0.0537,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 2800,2800,0,0,24.99,EUR,29.2383,0.010442,0.0985,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 5900,5900,0,0,49.99,EUR,58.4883,0.009913,0.1442,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 12000,12000,0,0,99.99,EUR,116.9883,0.009749,0.1583,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,se,hc_pack,FC Points 18500,18500,0,0,149.99,EUR,175.4883,0.009486,0.181,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=se,2026-04-21,primary
EA FC 25,,steam,tr,hc_pack,FC Points 100,100,0,0,0.99,USD,0.99,0.0099,0,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=tr,2026-04-21,primary
EA FC 25,,steam,tr,hc_pack,FC Points 500,500,0,0,4.99,USD,4.99,0.00998,-0.0081,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=tr,2026-04-21,primary
EA FC 25,,steam,tr,hc_pack,FC Points 1050,1050,0,0,9.99,USD,9.99,0.009514,0.039,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=tr,2026-04-21,primary
EA FC 25,,steam,tr,hc_pack,FC Points 1600,1600,0,0,14.99,USD,14.99,0.009369,0.0536,,https://store.steampowered.com/api/appdetails?appids=3170610&cc=tr,2026-04-21,primary
